County,Acres seeded,Acres harvested ,Yield (bushels/acre),Production ('000 bu),Production ('000 tonnes)
Eastern Ontario,273000,271000,47.40959409594096,12848,349.66252993686044
Algoma,N/A,N/A,N/A,N/A,N/A
Cochrane,N/A,N/A,N/A,N/A,N/A
Greater Sudbury,N/A,N/A,N/A,N/A,N/A
Kenora,N/A,N/A,N/A,N/A,N/A
Manitoulin,N/A,N/A,N/A,N/A,N/A
Nipissing,N/A,N/A,N/A,N/A,N/A
Rainy River,N/A,N/A,N/A,N/A,N/A
Sudbury,N/A,N/A,N/A,N/A,N/A
Thunder Bay,N/A,N/A,N/A,N/A,N/A
Timiskaming,N/A,N/A,N/A,N/A,N/A
Northern Ontario,6000,6000,39.3,236,6.422817330720662
Ontario,2440000,2437000,45.95814526056627,112000,3048.11669932506
,,,,,
2009,Acres seeded,Acres harvested ,Yield (bushels/acre),Production ('000 bu),Production ('000 tonnes)
Brant,52000,51900,41,2128,57.914217287176136
Chatham-Kent,200000,199600,47,9381,255.30698889614632
Elgin,100000,99800,43,4291,116.78097104289135
Essex,165000,164600,47,7736,210.5377748748095
Haldimand-Norfolk,160000,159700,40,6388,173.8515131722186
Hamilton,28000,28000,40,1120,30.4811669932506
Lambton,260000,259500,43,11159,303.6958414979316
Middlesex,160000,159800,41,6552,178.314826910516
Niagara,60000,59900,38,2276,61.94208578271282
Oxford,130000,129800,44,5711,155.4267363379055
Southern Ontario,1315000,1312600,43.22870638427548,56742,1544.2521227955585
Bruce,100000,99800,36,3593,97.78467232745483
Dufferin,19000,19000,28,532,14.478554321794034
Grey,21000,21000,28,588,16.002612671456564
Halton,16000,16000,36,576,15.676028739386023
Huron,175000,174500,38,6631,180.46483779664706
Peel,19000,19000,37,703,19.13237535379926
Perth,100000,99800,42,4192,114.08665360330939
Simcoe,70000,69900,34,2377,64.69083387763989
Waterloo,33000,32900,39,1283,34.91726540387546
Wellington,75000,74800,35,2618,71.24972784672327
Western Ontario,628000,626700,36.84857188447423,23093,628.4835619420858
Durham,58000,58000,33,1914,52.09013716525147
Haliburton,N/A,N/A,N/A,N/A,N/A
Hastings,12000,12000,36,432,11.757021554539516
Kawartha Lakes,45000,45000,34,1530,41.63945133899412
Muskoka,N/A,N/A,N/A,N/A,N/A
Northumberland,24000,24000,33,792,21.55453951665578
Parry Sound,N/A,N/A,N/A,N/A,N/A
Peterborough,10000,10000,32,320,8.708904855214456
Prince Edward,23000,23000,33,759,20.65643370346179
York,29000,29000,32,928,25.255824080121926
Central Ontario,201000,201000,33.208955223880594,6675,181.66231221423905
Frontenac,4000,4000,40,160,4.354452427607228
Lanark,9000,9000,39,351,9.552580013063357
Leeds and Grenville,14000,13900,37,514,13.98867842368822
Lennox and Addington,9000,9000,39,351,9.552580013063357
Ottawa,35000,34800,40,1392,37.88373612018289
Prescott and Russell,72000,71600,34,2434,66.24210755497496
Renfrew,13000,12900,34,439,11.947528848247334
"Stormont, Dundas and Glengarry",95000,94500,42,3969,108.01763553233181
Eastern Ontario,251000,249700,38.486183420104126,9610,261.53929893315916
Algoma,N/A,N/A,N/A,N/A,N/A
Cochrane,N/A,N/A,N/A,N/A,N/A
Greater Sudbury,N/A,N/A,N/A,N/A,N/A
Kenora,N/A,N/A,N/A,N/A,N/A
Manitoulin,N/A,N/A,N/A,N/A,N/A
Nipissing,N/A,N/A,N/A,N/A,N/A
Rainy River,N/A,N/A,N/A,N/A,N/A
Sudbury,N/A,N/A,N/A,N/A,N/A
Thunder Bay,N/A,N/A,N/A,N/A,N/A
Timiskaming,N/A,N/A,N/A,N/A,N/A
Northern Ontario,5000,5000,26,130,3.5379925974308732
Ontario,2400000,2395000,40.18789144050104,96250,2619.4752884824734
,,,,,
2008,Acres seeded,Acres harvested ,Yield (bushels/acre),Production ('000 bu),Production ('000 tonnes)
Brant,32000,31900,47,1499.3,40.80394077944698
Chatham-Kent,172000,171700,43,7383.1,200.9334857391683
Elgin,82000,81900,44,3603.6,98.0731548007838
Essex,179000,178700,35,6254.5,170.21826692793383
Haldimand-Norfolk,145000,144800,43,6226.4,169.45351622033527
Hamilton,38000,37900,45,1705.5,46.4157413455258
Lambton,243000,242500,44.2,10718.5,291.70748965817546
Middlesex,152000,151700,49,7433.3,202.29969518833008
Niagara,51000,50900,47,2392.3,65.10722839102984
Oxford,67000,66900,49,3278.1,89.21456564337035
Southern Ontario,1161000,1158900,43.571145051341794,50494.600000000006,1374.2270846940999
Bruce,72000,71900,42.1,3026.99,82.38052471151752
Dufferin,10500,10500,41,430.5,11.7161985630307
Grey,16000,16000,40,640,17.417809710428912
Halton,21000,21000,42,882,24.003919007184848
Huron,132000,131800,48.2,6352.76,172.8924450250381
Peel,22000,22000,45,990,26.943174395819725
Perth,91000,90900,48.9,4445.01,120.97240365774005
Simcoe,74000,73900,44,3251.6,88.4933594600479
Waterloo,15500,15500,48,744,20.248203788373612
Wellington,81000,80900,44,3559.6,96.8756803831918
Western Ontario,535000,534400,45.51358532934132,24322.46,661.9437187023732
Durham,41000,40800,40,1632,44.41541476159373
Haliburton,N/A,N/A,N/A,N/A,N/A
Hastings,7500,7500,40.9,306.75,8.348301763553232
Kawartha Lakes,31000,30900,38,1174.2,31.95623775310255
Muskoka,N/A,N/A,N/A,N/A,N/A
Northumberland,24000,23900,41,979.9,26.66829958632702
Parry Sound,N/A,N/A,N/A,N/A,N/A
Peterborough,8000,8000,35,280,7.62029174831265
Prince Edward,13000,12900,46,593.4,16.14957544088831
York,30000,29900,39,1166.1,31.735793598954928
Central Ontario,154500,153900,39.84632878492528,6132.35,166.89391465273243
Frontenac,3500,3500,45,157.5,4.286414108425865
Lanark,9000,8900,43,382.7,10.41530590028304
Leeds and Grenville,16000,15900,43,683.7,18.60711952971914
Lennox and Addington,5000,5000,44,220,5.9873720879599395
Ottawa,52000,51600,43,2218.8,60.38536903984325
Prescott and Russell,74000,73500,36,2646,72.01175702155454
Renfrew,8000,7900,42,331.8,9.03004572175049
"Stormont, Dundas and Glengarry",80000,79500,42,3339,90.87197909862834
Eastern Ontario,247500,245800,40.600081366965014,9979.5,271.5953625081646
Algoma,N/A,N/A,N/A,N/A,N/A
Cochrane,N/A,N/A,N/A,N/A,N/A
Greater Sudbury,N/A,N/A,N/A,N/A,N/A
Kenora,N/A,N/A,N/A,N/A,N/A
Manitoulin,N/A,N/A,N/A,N/A,N/A
Nipissing,N/A,N/A,N/A,N/A,N/A
Rainy River,N/A,N/A,N/A,N/A,N/A
Sudbury,N/A,N/A,N/A,N/A,N/A
Thunder Bay,N/A,N/A,N/A,N/A,N/A
Timiskaming,N/A,N/A,N/A,N/A,N/A
Northern Ontario,2000,2000,35.7,71.4,1.9431743958197258
Ontario,2100000,2095000,43.43690214797136,91000.31,2476.6032549531897
,,,,,
2007,Acres seeded,Acres harvested ,Yield (bushels/acre),Production ('000 bu),Production ('000 tonnes)
Brant,40000,39700,26,1032.2,28.091661223601132
Chatham-Kent,240000,238400,42,10012.8,272.5016329196603
Elgin,100000,99300,34,3376.2,91.88438928804702
Essex,210000,208600,42,8761.2,238.43892880470284
Haldimand-Norfolk,145000,144000,25,3600,97.97517962116264
Hamilton,27000,26800,23,616.4,16.775527977356848
Lambton,310000,308000,35,10780,293.38123231003703
Middlesex,160000,158900,34,5402.6,147.0335292836926
Niagara,65000,64600,19,1227.4,33.40409318528195
Oxford,66000,65600,35,2296,62.486392336163725
Southern Ontario,1363000,1353900,34.791934411699536,47104.8,1281.972566949706
Bruce,68000,67500,29,1957.5,53.274003919007185
Dufferin,15000,14900,22,327.8,8.92118441106031
Grey,16000,15900,21,333.9,9.087197909862834
Halton,17000,16900,18,304.2,8.278902677988242
Huron,175000,173800,33,5735.4,156.0907903331156
Peel,13000,12900,19,245.1,6.670476812540823
Perth,99000,98300,34,3342.2,90.95906814718049
Simcoe,64000,63600,24,1526.4,41.54147615937296
Waterloo,20000,19900,28,557.2,15.164380579142174
Wellington,71000,70500,26,1833,49.88569562377531
Western Ontario,558000,554200,29.164020209310713,16162.699999999999,439.8731765730459
Durham,25000,24800,23,570.4,15.523622904419769
Haliburton,N/A,N/A,N/A,N/A,N/A
Hastings,6000,6000,29,174,4.735467015022861
Kawartha Lakes,22000,21900,22,481.8,13.112344872632267
Muskoka,N/A,N/A,N/A,N/A,N/A
Northumberland,23000,22800,26,592.8,16.13324624428478
Parry Sound,N/A,N/A,N/A,N/A,N/A
Peterborough,8000,7900,24,189.6,5.160026126714565
Prince Edward,16000,15900,21,333.9,9.087197909862834
York,13000,12900,21,270.9,7.372632266492488
Central Ontario,113000,112200,23.292335115864528,2613.4,71.12453733942957
Frontenac,4000,4000,28,112,3.04811669932506
Lanark,4000,4000,33,132,3.5924232527759634
Leeds and Grenville,11000,10900,33,359.7,9.7893533638145
Lennox and Addington,8000,7900,22,173.8,4.730023949488352
Ottawa,36000,35800,41,1467.8,39.94665795776181
Prescott and Russell,58000,57600,36,2073.6,56.433703461789676
Renfrew,5000,5000,32,160,4.354452427607228
"Stormont, Dundas and Glengarry",75000,74500,40,2980,81.10167646418464
Eastern Ontario,201000,199700,37.35052578868302,7458.9,202.9964075767472
Algoma,N/A,N/A,N/A,N/A,N/A
Cochrane,N/A,N/A,N/A,N/A,N/A
Greater Sudbury,N/A,N/A,N/A,N/A,N/A
Kenora,N/A,N/A,N/A,N/A,N/A
Manitoulin,N/A,N/A,N/A,N/A,N/A
Nipissing,N/A,N/A,N/A,N/A,N/A
Rainy River,N/A,N/A,N/A,N/A,N/A
Sudbury,N/A,N/A,N/A,N/A,N/A
Thunder Bay,N/A,N/A,N/A,N/A,N/A
Timiskaming,N/A,N/A,N/A,N/A,N/A
Northern Ontario,5000,5000,32.1,160.5,4.368060091443501
Ontario,2240000,2225000,33.03384269662921,73500.29999999999,2000.334748530372
,,,,,
2006,Acres seeded (2006 Census),Acres harvested ,Yield (bushels/acre),Production ('000 bu),Production ('000 tonnes)
Brant,39897,39400,46,1812.4,49.32505987372088
Chatham-Kent,223370,220700,48,10593.6,288.3082952318746
Elgin,106611,105300,47,4949.1,134.69137818419335
Essex,169888,167800,45,7551,205.50293925538864
Haldimand-Norfolk,128675,127100,43,5465.3,148.73993032876118
Hamilton,26898,26600,43,1143.8,31.12889179185717
Lambton,235701,232900,49,11412.1,310.5840409318528
Middlesex,160960,159000,50,7950,216.36185499673417
Niagara,61684,60900,45,2740.5,74.58360548661005
Oxford,69896,69100,52,3593.2,97.79011539298932
Southern Ontario,1223580,1208800,47.32875579086697,57210.99999999999,1557.016111473982
Bruce,67128,66300,46,3049.8,83.00130633572829
Dufferin,17669,17500,37,647.5,17.621924667973
Grey,18126,17900,40,716,19.486174613542346
Halton,18617,18400,37,680.8,18.528195079468755
Huron,164307,162300,49,7952.7,216.43533638145004
Peel,16263,16100,37,595.7,16.212170694535164
Perth,97736,96600,51,4926.6,134.0790333115611
Simcoe,68143,67300,37,2490.1,67.76888743740474
Waterloo,25869,25600,44,1126.4,30.655345090354892
Wellington,81716,80700,47,3792.9,103.2250163291966
Western Ontario,575574,568700,45.68049938456128,25978.5,707.0133899412149
Durham,36749,36300,40,1452,39.5166557805356
Haliburton,0,N/A,N/A,N/A,N/A
Hastings,N/A,12100,35,423.5,11.525691269322882
Kawartha Lakes,19219,19000,39,741,20.166557805355975
Muskoka,0,N/A,N/A,N/A,N/A
Northumberland,26562,26200,40,1048,28.521663400827347
Parry Sound,N/A,N/A,N/A,N/A,N/A
Peterborough,8099,8000,36,288,7.838014369693012
Prince Edward,16810,16600,34,564.4,15.360330938384498
York,23078,22800,35,798,21.71783148269105
Central Ontario,142740,141000,37.69432624113475,5314.9,144.64674504681037
Frontenac,4562,4500,36,162,4.408883082952319
Lanark,5045,5000,41,205,5.579142172871761
Leeds and Grenville,13237,13100,38,497.8,13.54779011539299
Lennox and Addington,8185,8100,26,210.6,5.731548007838014
Ottawa,38037,37600,48,1804.8,49.118223383409536
Prescott and Russell,51632,51000,46,2346,63.84715871979099
Renfrew,5229,5200,46,239.2,6.509906379272806
"Stormont, Dundas and Glengarry",83678,82700,47,3886.9,105.78325713041585
Eastern Ontario,209605,207200,45.136583011583014,9352.3,254.52590899194425
Algoma,N/A,N/A,N/A,N/A,N/A
Cochrane,0,N/A,N/A,N/A,N/A
Greater Sudbury,N/A,N/A,N/A,N/A,N/A
Kenora,N/A,N/A,N/A,N/A,N/A
Manitoulin,0,N/A,N/A,N/A,N/A
Nipissing,477,N/A,N/A,N/A,N/A
Rainy River,N/A,N/A,N/A,N/A,N/A
Sudbury,N/A,N/A,N/A,N/A,N/A
Thunder Bay,296,N/A,N/A,N/A,N/A
Timiskaming,2458,N/A,N/A,N/A,N/A
Northern Ontario,4385,4300,33.3,143.19,3.896962769431744
Ontario,2155884,2130000,46.00933802816901,97999.89,2667.0991182233834
,,2130000,,,
2005,Acres seeded,Acres harvested ,Yield (bushels/acre),Production ('000 bu),Production ('000 tonnes)
Brant County,44700,44700,46,2061,56.1
Chatham-Kent Division,240300,240300,43,10226,278.3
Elgin County,122200,122200,42,5134,139.7
Essex County,178400,178400,39,6974,189.8
Haldimand-Norfolk Regional Municipality,141800,139900,39,5504,149.8
Hamilton Division,29100,29100,43,1243,33.8
Lambton County,261000,259800,43,11113,302.5
Middlesex County,153800,153800,43,6649,180.9
Niagara Regional Municipality,60800,60800,36,2186,59.5
Oxford County,79800,79800,50,3966,107.9
Southern Ontario Region,1311900,1308800,42.1,55056,1498.4
Bruce County,70400,70400,37,2591,70.5
Dufferin County,38400,38400,37,1437,39.1
Grey County,18800,18800,36,678,18.5
Halton Regional Municipality,23200,23200,32,746,20.3
Huron County,163000,163000,46,7569,206
Peel Regional Municipality,21400,21000,38,806,21.9
Perth County,83500,83500,49,4123,112.2
Simcoe County,77100,77100,36,2772,75.4
Waterloo Regional Municipality,34800,34800,43,1503,40.9
Wellington County,64800,64800,40,2578,70.2
Western Ontario Region,595400,595000,41.7,24803,675
Durham Regional Municipality,42000,42000,35,1473,40.1
Haliburton County,N/A,N/A,N/A,N/A,N/A
Hastings County,10000,10000,30,302,8.2
Kawartha Lakes Division,29800,29800,31,934,25.4
Muskoka District Municipality,N/A,N/A,N/A,N/A,N/A
Northumberland County,26800,26800,33,891,24.2
Parry Sound District,100,100,36,4,0.1
Peterborough County,10900,10900,31,338,9.2
Prince Edward Division,23000,23000,29,677,18.4
York Regional Municipality,25300,25300,34,858,23.3
Central Ontario Region,167900,167900,32.6,5477,149.1
Frontenac County,4900,4900,30,146,4
Lanark County,7600,7600,27,204,5.5
Leeds and Grenville United Counties,13300,11400,39,439,12
Lennox and Addington County,11200,10000,23,231,6.3
Ottawa Division,48000,46000,39,1785,48.6
Prescott and Russell United Counties,56300,56300,44,2462,67
Renfrew County,4300,4300,29,124,3.4
"Stormont, Dundas and Glengarry Counties",101200,99800,42,4171,113.5
Eastern Ontario Region,246800,240300,39.8,9562,260.2
Algoma District,N/A,N/A,N/A,N/A,N/A
Cochrane District,N/A,N/A,N/A,N/A,N/A
Kenora District,N/A,N/A,N/A,N/A,N/A
Manitoulin District,N/A,N/A,N/A,N/A,N/A
Nipissing District,500,500,36,18,0.5
Rainy River District,100,100,26,3,0.1
Sudbury District,N/A,N/A,N/A,N/A,N/A
Sudbury Regional Municipality,N/A,N/A,N/A,N/A,N/A
Thunder Bay District,100,100,26,3,0.1
Timiskaming District,2300,2300,34,78,2.1
Northern Ontario Region,3000,3000,34,102,2.8
Ontario,2325000,2315000,41,95000,2585.5
,,,,,
2004,Acres seeded,Acres harvested ,Yield (bushels/acre),Production ('000 bu),Production ('000 tonnes)
Brant County,48000,45200,35.591688735817996,1608.74,43.78238623993033
Chatham-Kent Division,245800,244800,43.86399987560006,10737.91,292.2357391682996
Elgin County,111300,111300,40.650425731583354,4524.39,123.13275636838668
Essex County,182100,182100,40.734774090620135,7417.8,201.87785760940562
Haldimand-Norfolk Regional Municipality,148900,147500,35.27201423487023,5202.62,141.59100805573698
Hamilton Division,28400,27500,32.44514636532483,892.24,24.28260396255171
Lambton County,257100,257100,42.93702848239368,11039.11,300.4329958632702
Middlesex County,158900,156900,41.093724286182606,6447.61,175.473818854779
Niagara Regional Municipality,61700,60000,37.952946962860366,2277.18,61.97419986936642
Oxford County,84600,83600,41.93310697389643,3505.61,95.40632484215111
Southern Ontario Region,1326800,1316000,40.77051671732523,53654,1460.211190942739
Bruce County,85300,84200,39.14747424410942,3296.22,89.70770738079686
Dufferin County,24600,24000,29.96028257391939,719.05,19.56918136294361
Grey County,23900,23400,32.360471133179104,757.24,20.608534726758112
Halton Regional Municipality,23500,22700,32.59214919648164,739.84,20.134988025255826
Huron County,162900,162900,44.40907809003335,7234.24,196.88221206183323
Peel Regional Municipality,16100,15300,37.334113085051705,571.21,15.545667319834532
Perth County,89200,89200,43.819413585315566,3908.69,106.37627912040061
Simcoe County,63700,62700,33.62920775928518,2108.55,57.384879163945136
Waterloo Regional Municipality,35400,34600,38.5899522838972,1335.21,36.338177661659046
Wellington County,77800,76600,37.06809852861325,2839.42,77.27574569997823
Western Ontario Region,602400,595600,39.471121558092676,23509,639.8051382538646
Durham Regional Municipality,44000,43100,34.23558559774187,1475.55,40.157576747224034
Haliburton County,N/A,N/A,N/A,N/A,N/A
Hastings County,11800,11300,37.87401535347732,427.98,11.647615937295885
Kawartha Lakes Division,22200,21400,34.519177852978416,738.71,20.10423470498585
Muskoka District Municipality,N/A,N/A,N/A,N/A,N/A
Northumberland County,30800,30300,38.10996636898382,1154.73,31.426355323318095
Parry Sound District,100,100,30.246901115867402,3.02,0.08219028957108644
Peterborough County,9300,8700,34.686095774141805,301.77,8.212769431743958
Prince Edward Division,20700,20300,37.2256336791789,755.68,20.566078815588938
York Regional Municipality,24400,23100,32.399515125416045,748.43,20.368767689962986
Central Ontario Region,163300,158300,35.42008843967151,5607,152.5963422599608
Frontenac County,3400,3400,32.479286609106126,110.43,3.0053886348791643
Lanark County,4800,4800,32.773807509666355,157.31,4.281243196168082
Leeds and Grenville United Counties,19400,18500,31.817022350886663,588.61,16.01921402133682
Lennox and Addington County,10800,10800,33.946591405185416,366.62,9.977683431308513
Ottawa Division,36700,35700,35.57545722345958,1270.04,34.56455475723928
Prescott and Russell United Counties,56700,56700,37.88869603962651,2148.29,58.46641628565208
Renfrew County,6100,6100,32.84557408238271,200.36,5.4528630524711525
"Stormont, Dundas and Glengarry Counties",90300,90300,36.33947510369842,3281.45,89.30573699107337
Eastern Ontario Region,228200,226300,35.89041095890411,8122,221.04289135641193
Algoma District,N/A,N/A,N/A,N/A,N/A
Cochrane District,N/A,N/A,N/A,N/A,N/A
Kenora District,100,100,30.05687122877383,3.01,0.08191813629436098
Manitoulin District,100,100,30.8994070112333,3.09,0.0840953625081646
Nipissing District,1400,1000,27.387747781169914,27.39,0.7454278249510125
Rainy River District,200,200,26.12958490786331,5.23,0.14233616372741129
Sudbury District,N/A,N/A,N/A,N/A,N/A
Sudbury Regional Municipality,N/A,N/A,N/A,N/A,N/A
Thunder Bay District,300,200,30.184368455566872,6.04,0.16438057914217288
Timiskaming District,2200,2200,28.90132806406691,63.58,1.7303505334204223
Northern Ontario Region,4300,3800,28.42105263157895,108,2.939255388634879
Ontario,2325000,2300000,39.56521739130435,91000,2476.5948182016114
